Document	psif	sim_avg	sim_max	sim_min	sim_max_index	sim_min_index
Root Causes include Causal Analysis Results.	nonsif	0.016695505008101463	0.05662461370229721	-0.023233603686094284	4765	607
Tech s vehicle lights were functional windows clean and seat belt in good condition.	nonsif	0.020966872572898865	0.06418824195861816	-0.022254498675465584	4765	6403
Pierce over the past few months.	nonsif	0.017765790224075317	0.057335689663887024	-0.02180410921573639	4765	607
Employee worked full shift loading rolls onto pallets.	nonsif	0.021700890734791756	0.07225227355957031	-0.0288504920899868	1180	1082
Treated and released to work with no restrictions.	nonsif	0.021608766168355942	0.062750905752182	-0.019533373415470123	4765	607
The OES opened alpha ph amp bravo ph without incident.	nonsif	0.02019626833498478	0.06034834310412407	-0.01995580643415451	4765	607
Felt tired at AM.	nonsif	0.009751539677381516	0.05809788778424263	-0.0385948084294796	4765	6147
TDC Mokena kV Bus Lockout.	nonsif	0.021511264145374298	0.06038215383887291	-0.017359627410769463	4765	5186
The HH mechanic remained conscious and was helped up by the Intren lineman.	nonsif	0.02321392484009266	0.09153484553098679	-0.04510699585080147	1180	1271
The crew leader had his lead lineman present the job brief.	nonsif	0.01726471446454525	0.05745457857847214	-0.022925149649381638	4765	607
When he went to stand up he hit his head on a bracket.	nonsif	0.2630099058151245	0.6658797264099121	-0.1398598849773407	791	315
TR had obvious damage and STR did not have any damage.	nonsif	0.018592998385429382	0.059293776750564575	-0.02210777811706066	4765	607
The stone took off from passing car.	nonsif	0.2213452309370041	0.6575480699539185	-0.21485760807991028	1615	3984
Bearings on rollers for conveyors a lubricated by hand during PM maintenance.	nonsif	0.01970965601503849	0.07926060259342194	-0.039841290563344955	4260	5307
Training did not cover policy correctly.	nonsif	0.018674027174711227	0.06007610261440277	-0.022728046402335167	4765	607
The operator felt a pain in his right shoulder.	nonsif	0.015606739558279514	0.05636269971728325	-0.02514922060072422	4765	607
FIL small lot x months.	nonsif	0.01742744818329811	0.05697667598724365	-0.02212177775800228	4765	607
He stated that he was going to close the gate.	nonsif	0.026131998747587204	0.07021711021661758	-0.017953112721443176	4765	7410
Trailers at shipping receiving not having wheels chocked.	nonsif	0.025204943493008614	0.07306840270757675	-0.022658515721559525	1180	5928
The entire facility was interrupted.	nonsif	0.01819843240082264	0.05911467596888542	-0.022717811167240143	4765	607
As they are designed to do.	nonsif	0.018365368247032166	0.058223046362400055	-0.021492308005690575	4765	607
When accommodating the material box the roller elevator goes up and catches my hand.	nonsif	0.13349999487400055	0.3408098816871643	-0.07380989193916321	7340	6643
was moving a hinge detail cart and twisted my wrist.	nonsif	0.021051757037639618	0.06071186810731888	-0.018608352169394493	4765	6403
Jam up at the Z loda on wrap machine.	nonsif	0.01916997879743576	0.05840214341878891	-0.02006218396127224	4765	607
We asked him how he did it and he said he did nt know.	nonsif	0.021946800872683525	0.06603652983903885	-0.0221429280936718	4765	5928
Design Pkg Developmt.	nonsif	0.02000841498374939	0.05872603505849838	-0.018709203228354454	4765	5186
There was no barricading or attendant.	nonsif	0.023784928023815155	0.06761708855628967	-0.020047234371304512	4765	5928
He was then sent to clinic.	nonsif	0.02239108458161354	0.06453937292098999	-0.01975720375776291	4765	5928
Also landed on left knee.	nonsif	0.013656796887516975	0.06036163866519928	-0.03304804489016533	4765	6774
Proper PM program has not been implemented.	nonsif	0.01881467178463936	0.06030111014842987	-0.022671766579151154	4765	607
Employee states on at pm.	nonsif	0.015964139252901077	0.05564655736088753	-0.023718278855085373	4765	607
Replace rugs and mop area.	nonsif	0.01787341758608818	0.05768004059791565	-0.021933207288384438	4765	5186
Courier was advised to check his path to make sure it is clear.	nonsif	0.016786273568868637	0.056419629603624344	-0.02284708246588707	4765	607
after welding arm on kiln shooting gun mr.	nonsif	0.3958812355995178	0.9337920546531677	-0.1420295685529709	783	6465
I did nt notice the it on the floor and tripped on it.	nonsif	0.019480489194393158	0.06040062755346298	-0.021439647302031517	4765	607
The employee applied hot water to attempt to free the TTSS.	nonsif	0.016693115234375	0.05691983178257942	-0.023533599451184273	4765	607
The Crew Leader noticed a manhole that did nt seem to be marked.	nonsif	0.01866641268134117	0.059265684336423874	-0.021932857111096382	4765	607
They did not salt walk way.	nonsif	0.027735237032175064	0.08307317644357681	-0.027602704241871834	1180	1271
There was leaking cans placed in a container for pickup.	nonsif	0.020109571516513824	0.058795567601919174	-0.018576424568891525	4765	607
He had a fever also gave employeee antibotic on May.	nonsif	0.016987394541502	0.05727219954133034	-0.02329741232097149	4765	607
None of the Above.	nonsif	0.02747846208512783	0.08359402418136597	-0.028637100011110306	4260	1469
Employee was climbing the stairs on the south east side of the float plant.	nonsif	0.2587776780128479	0.6946479678153992	-0.17709264159202576	1082	5583
Has another coworker who was working on another site due to down site.	nonsif	0.023622751235961914	0.06897015124559402	-0.021724650636315346	4765	6403
and I wanted to check the back of the room.	nonsif	0.016361001878976822	0.05681641399860382	-0.024094412103295326	4765	607
was trying to correct this problem the main motor disconnects became damaged.	nonsif	0.018048930913209915	0.06284360587596893	-0.026745744049549103	4765	5928
Discarded brick laying on floor.	nonsif	0.23110535740852356	0.5933589935302734	-0.13114826381206512	572	4413
Pain under LT knee and calf feels tight.	nonsif	0.019320810213685036	0.059621915221214294	-0.020980294793844223	4765	5186
Employee was pulling coating equipment to top of scaffold with rope and valve failed.	nonsif	0.11328450590372086	0.38121142983436584	-0.15464241802692413	1082	6257
The north and south wheels are both on the ground.	nonsif	0.017504507675766945	0.06371138989925385	-0.028702374547719955	1176	5928
Also landed on lt.	nonsif	0.017928823828697205	0.05669036880135536	-0.020832719281315804	4765	568
When he lifted box it aggrivated the wrist and became quite swollen.	nonsif	0.018910691142082214	0.05927680432796478	-0.021455422043800354	4765	2682
the crew began to use the breaker when the spotter stopped the work.	nonsif	0.018012458458542824	0.05843816697597504	-0.02241325005888939	4765	607
Rubber mats were used to cover the hoses to prevent trip and fall.	nonsif	0.018505726009607315	0.05804033949971199	-0.02102888748049736	4765	607
Deiseal storage in unsuitable container.	nonsif	0.02025476098060608	0.06016647443175316	-0.01965695060789585	4765	607
Job site was on a grassy area that was frozen over with snow.	nonsif	0.25567224621772766	0.7434514164924622	-0.23210690915584564	2503	259
Scrap metal dumpster due to snow on the cover makes it impossible to open.	nonsif	0.06883516162633896	0.1928054839372635	-0.05513516068458557	4260	3107
No injuries were sustained.	nonsif	0.021618973463773727	0.06389341503381729	-0.020655466243624687	4765	607
It finally stopped at the backstop all the way on the west end.	nonsif	0.02092062123119831	0.0645972415804863	-0.022755999118089676	4765	5928
This was discussed with the customer and the customer is having the operator replaced.	nonsif	0.01608208939433098	0.056404635310173035	-0.02424045465886593	4765	607
Desencubado Transformador de potencia Ercros Sabianigo Booster disassembly operations.	nonsif	0.0186803936958313	0.05723026022315025	-0.019869474694132805	4765	607
During the process she felt pain in her low back and right leg.	nonsif	0.018427914008498192	0.058404892683029175	-0.02154906466603279	4765	607
The job was located on private property.	nonsif	0.02291572466492653	0.06524037569761276	-0.019408926367759705	4765	5928
The tech said no.	nonsif	0.022848691791296005	0.06586652249097824	-0.02016913704574108	4765	5928
Outages affect the livelihood and welfare of customers.	nonsif	0.014588240534067154	0.06657334417104721	-0.0373968631029129	1176	5928
The Miami Police where called and arrived at the seen a short time later.	nonsif	0.14903591573238373	0.36282962560653687	-0.06475780159235	3814	2201
Today i was doing a site inspection for a new installation of MRI.	nonsif	0.016428474336862564	0.05668149143457413	-0.023824544623494148	4765	607
EMPLOYEE WAS CHECKING THE C P SCREENS.	nonsif	0.018056590110063553	0.05774148181080818	-0.021628299728035927	4765	607
Voltage Issues gf.	nonsif	0.018843185156583786	0.06472373753786087	-0.027037369087338448	4028	4933
The following lines were identified with customer counts over customers.	nonsif	0.01838076487183571	0.057425230741500854	-0.020663699135184288	4765	607
EE states the door he was sanding with his Lt hand was slightly opened.	nonsif	0.01726570725440979	0.05745050683617592	-0.02291909046471119	4765	607
Boom truck operation.	nonsif	0.20098121464252472	0.5391091704368591	-0.1371467411518097	708	3984
weight was fifty lbs.	nonsif	0.04601908475160599	0.15227779746055603	-0.06023962423205376	1	6257
upon decending he lost his footing landing on buttocks right arm.	nonsif	0.019611718133091927	0.05941047891974449	-0.02018704265356064	4765	5928
The employee stated I m lifting rack and pinion sets.	nonsif	0.015516471117734909	0.0714065283536911	-0.04037358611822128	4260	2027
Employee picked up a lb label machine off a stand approx to ft high.	nonsif	0.01784018985927105	0.06006507948040962	-0.024384699761867523	4765	6403
Suppress the pipe before the seasonning action on going for other purpose.	nonsif	0.018455365672707558	0.05901751667261124	-0.02210678532719612	4765	607
When reviewing the monthly vehicle inspection checklist.	nonsif	0.01720700040459633	0.056985724717378616	-0.02257172204554081	4765	607
Good Catch Cable Jacket Damaged TSS AUX Transformers Good Catch.	nonsif	0.02042807638645172	0.058997247368097305	-0.018141092732548714	4765	607
STA Powerton ATS Damage Issue STA Powerton generator trouble alarm.	nonsif	0.019173001870512962	0.060900766402482986	-0.022554762661457062	4765	4933
Worker did see the crew working or generator stage there.	nonsif	0.022929847240447998	0.09043734520673752	-0.04457765072584152	1180	1023
Vehicle Damage from falling tree branch.	nonsif	0.3944737911224365	0.9811225533485413	-0.1921749860048294	7126	568
Assigned ATS to Ergonomic and PPE to followup with employee.	nonsif	0.018118545413017273	0.057731129229068756	-0.02149403654038906	4765	607
The operator on the hood slammed too hard while hand was on fender.	nonsif	0.02015087381005287	0.06858083605766296	-0.02827908843755722	4765	5928
LRP for ITN Manhole Refurb.	nonsif	0.01879562810063362	0.05782762169837952	-0.020236363634467125	4765	607
The person preparing the file does not perform this review for an independent perspective.	nonsif	0.01771610975265503	0.05913768336176872	-0.023705461993813515	4765	607
The heaters have power but fail to turn on.	nonsif	0.12934838235378265	0.3898252248764038	-0.1311284601688385	292	4933
She was brought in to the clinic that same morning.	nonsif	0.016515526920557022	0.05675848200917244	-0.023727428168058395	4765	607
Over permanent storage area lighting condition needs to be checked as a continuosly basis.	nonsif	0.015982327982783318	0.05634807422757149	-0.024383418262004852	4765	607
Was throwing material on rack felt Lft.	nonsif	0.019351087510585785	0.05798224359750748	-0.019280070438981056	4765	607
Experienced discomfort in right forearm and a tendon popping up in wrist.	nonsif	0.016379810869693756	0.056952692568302155	-0.02419307269155979	4765	607
Experimental mechanic years.	nonsif	0.3696671426296234	0.9214537143707275	-0.1821194291114807	2530	6422
Machine guard for a piston lathe is sitting behind E wash tank.	nonsif	0.02582811564207077	0.0795074999332428	-0.027851270511746407	1180	6403
Securing inner liners and spare tires using the drill.	nonsif	0.018898915499448776	0.06373026221990585	-0.02593242935836315	4260	5186
Magnetic tape to be used.	nonsif	0.01666531339287758	0.056572895497083664	-0.023242270573973656	4765	607
Too heavy when your are travelling shoulderache.	nonsif	0.01921219378709793	0.06759698688983917	-0.02917259745299816	4765	6403
Black Ice Condition in substation On Crews Job site reporting to TSS.	nonsif	0.021250896155834198	0.07445725798606873	-0.03195546567440033	1065	6774
The drill slipped off and hit left index finger.	nonsif	0.18189439177513123	0.5602567791938782	-0.19646799564361572	6	7139
The crew reported they were traveling at approximately MPH.	nonsif	0.016018766909837723	0.056157905608415604	-0.024120373651385307	4765	607
dept Job chassis Fem.	nonsif	0.01773730479180813	0.057755246758461	-0.022280637174844742	4765	607
John was wearing the blue dipped gloves utilized around the plant.	nonsif	0.017551671713590622	0.057473454624414444	-0.02237011305987835	4765	607
Found a bunch of carts blocking the electrical panel behind the cager machine.	nonsif	0.02677600085735321	0.08219552040100098	-0.028643516823649406	4260	6403
Good catch CR by TG South engineers.	nonsif	0.01967179775238037	0.05909673124551773	-0.01975313574075699	4765	4154
They then rethreaded the poly.	nonsif	0.01921173930168152	0.05809105187654495	-0.019667571410536766	4765	607
On Wednesday morning there was no signage or communication as to the status.	nonsif	0.017134500667452812	0.058755695819854736	-0.024486694484949112	4765	607
TA found hole for the pulling chambers did not contain covers.	nonsif	0.018722839653491974	0.05935652554035187	-0.02191084809601307	4765	607
Line installing strain relief bushings with hand tools.	nonsif	0.01825716346502304	0.057469550520181656	-0.020955225452780724	4765	607
One operator is blending TP without using dust collection equipment in new working cell.	nonsif	0.017558027058839798	0.05855032801628113	-0.02343427576124668	4765	607
as the taw tech.	nonsif	0.014804257079958916	0.058162834495306015	-0.028554320335388184	4765	5186
The continuously lifting of heavy parts caused my wrist to swell up.	nonsif	0.018491458147764206	0.058040328323841095	-0.021057410165667534	4765	607
Employee did report incident to the hospital.	nonsif	0.023577621206641197	0.06997239589691162	-0.022817153483629227	4765	762
Corrective actions performed.	nonsif	0.01574830338358879	0.055865492671728134	-0.024368884041905403	4765	607
Finished putting the glue on the porter hole seal.	nonsif	0.01988920569419861	0.05977670103311539	-0.01999828964471817	4765	607
Supervisor Ryan Viselli.	nonsif	0.018992431461811066	0.06198935955762863	-0.0240044966340065	4765	762
There have been many near miss run ins.	nonsif	0.01554182916879654	0.05566845089197159	-0.02458479255437851	4765	607
EE was evaluated at occupational clinic and released to full duty.	nonsif	0.017023589462041855	0.057419199496507645	-0.023372020572423935	4765	607
ComEd s environmental spill contractor has been engaged for cleanup.	nonsif	0.018820255994796753	0.06011131405830383	-0.022470800206065178	4765	5186
L RT CAM BOLT FEM TO RAIL year.	nonsif	0.016464751213788986	0.056648533791303635	-0.023719031363725662	4765	607
Traffic control sign not visible enough.	nonsif	0.4037269651889801	0.9441773891448975	-0.13672347366809845	5263	464
The supervisor asked the tech if the orders were in CIMS.	nonsif	0.01689760573208332	0.05692638084292412	-0.023131169378757477	4765	607
This good catch happened during the wiring for L GCB at station.	nonsif	0.017065633088350296	0.05697779729962349	-0.022846531122922897	4765	607
Review charging area set up.	nonsif	0.01762288063764572	0.05714509263634682	-0.021899331361055374	4765	607
I raised the horn above my head to install it to the hydroform.	nonsif	0.019693201407790184	0.05869000777602196	-0.01930360496044159	4765	607
The expectation is to have the books completed properly each day and each month.	nonsif	0.016038045287132263	0.05662604793906212	-0.024549957364797592	4765	607
Reported to TA for verification.	nonsif	0.016696972772479057	0.05707399547100067	-0.023680049926042557	4765	607
He used two punches one for the ID and one for the OD.	nonsif	0.017366131767630577	0.05745808035135269	-0.022725816816091537	4765	607
EE reported the incident to the Job Superintendent at PM.	nonsif	0.016846297308802605	0.0570092648267746	-0.023316670209169388	4765	607
Part Not Like Like.	nonsif	0.02038906142115593	0.062053460627794266	-0.021275339648127556	4765	607
forcefully shoving a tailpipe on over and over again.	nonsif	0.08244724571704865	0.2576766312122345	-0.09278213977813721	1180	1023
employee was loading C inch multiwidth.	nonsif	0.02087724581360817	0.05913126468658447	-0.017376773059368134	4765	607
Heading north on TX HWY.	nonsif	0.04218074306845665	0.16187848150730133	-0.07751699537038803	1082	3795
Techs said the indicator were turning blue.	nonsif	0.017911307513713837	0.057529523968696594	-0.02170690707862377	4765	607
Steve was beginning a PM on the applicator for Position.	nonsif	0.01659996062517166	0.05680437013506889	-0.02360444888472557	4765	607
I was on satellite antenna job without a rotation for hours.	nonsif	0.021063966676592827	0.06422784924507141	-0.022099915891885757	4765	5928
EE was working at the Laminator.	nonsif	0.017324570566415787	0.056798383593559265	-0.02214924246072769	4765	607
Instructed employees in area on proper housekeeping methods.	nonsif	0.01632712036371231	0.056601785123348236	-0.023947542533278465	4765	607
Filling off an SBL ON ltr.	nonsif	0.019689517095685005	0.057688117027282715	-0.018309082835912704	4765	5186
Sliding box onto frame hit finger on metal post resulting in a blood blister.	nonsif	0.01902466081082821	0.06378877907991409	-0.025739457458257675	4765	5928
The curb to be removed was supported by existing inch diameter piers.	nonsif	0.0172751285135746	0.05775570869445801	-0.023205453529953957	4765	607
The person will be sent to an orthopede.	nonsif	0.030085962265729904	0.08887788653373718	-0.028705960139632225	637	245
I then place the rack and pinion set onto a metal rack.	nonsif	0.017893638461828232	0.05745895579457283	-0.021671678870916367	4765	607
For that he moved a chopper to see the blades.	nonsif	0.017859995365142822	0.05713755637407303	-0.021417563781142235	4765	607
Minor cut to RIGHT Index Finger.	nonsif	0.016312148422002792	0.05664706975221634	-0.024022774770855904	4765	607
Tonight the latches are ok.	nonsif	0.016800938174128532	0.0566239207983017	-0.023022044450044632	4765	607
SEE ATTACHED PICTURES.	nonsif	0.01799708604812622	0.05729938670992851	-0.021305212751030922	4765	607
EE fell onto right knee and right palm.	nonsif	0.018596943467855453	0.057425614446401596	-0.02023172751069069	4765	5186
When the interlock reset the truck started to roll.	nonsif	0.09020797908306122	0.26204660534858704	-0.081630639731884	7333	6084
Job brief discussed key questions in detail.	nonsif	0.016861360520124435	0.057040851563215256	-0.023318128660321236	4765	607
This box trailer was not ours but a rental.	nonsif	0.1320422887802124	0.3727562427520752	-0.10867166519165039	710	6084
I initially stepped upward onto a cable tray.	nonsif	0.01684579998254776	0.057395078241825104	-0.023703480139374733	4765	607
Employee felt dizzy and light headed when working in the shop on.	nonsif	0.4218275249004364	0.9586837291717529	-0.11502867937088013	5601	7421
The injured employee was taken to the local clinic for evaluation.	nonsif	0.017308469861745834	0.05741620063781738	-0.022799260914325714	4765	762
The crew maintained greater than inches form the locates when using the boring machine.	nonsif	0.02282354235649109	0.0708613395690918	-0.02521425671875477	4260	6403
Effective communication with workers regarding this issue and not happen again.	nonsif	0.017710335552692413	0.05870358273386955	-0.023282911628484726	4765	607
Occurred at am.	nonsif	0.019389886409044266	0.05946758762001991	-0.020687812939286232	4765	607
Do not block electrical panels.	nonsif	0.02195657044649124	0.06663984805345535	-0.02272670716047287	4765	166
Removing faulty dosing board disassembly operations.	nonsif	0.018506750464439392	0.05913373827934265	-0.022120237350463867	4765	607
Left side of the pallet was empty.	nonsif	0.019968319684267044	0.05973685905337334	-0.0198002178221941	4765	1082
He can try an obusform adjustable keyboard tray wrist pad for keyboard and mouse.	nonsif	0.01718316599726677	0.057516708970069885	-0.023150375112891197	4765	607
Old signs for area left on floor.	nonsif	0.017646467313170433	0.05748152732849121	-0.022188592702150345	4765	607
This caused DRG measurements to be on the conservative side.	nonsif	0.016055680811405182	0.05633256211876869	-0.02422119863331318	4765	607
Prior to exiting the space the windows where opened to help evacuate the steam.	nonsif	0.016320738941431046	0.057321712374687195	-0.024680236354470253	4765	607
Mechanic was wearing all of his PPE when the sand blew in his eye.	nonsif	0.018066877499222755	0.057752206921577454	-0.021618451923131943	4765	607
There was no damage to the Company s Truck.	nonsif	0.017550285905599594	0.06354375183582306	-0.02844318188726902	1022	245
employee was welding on a bearing holder welding.	nonsif	0.15881171822547913	0.45174214243888855	-0.1341187208890915	302	261
Ee states she was putting in the RU belt molding and felt something po.	nonsif	0.02033885195851326	0.059865523129701614	-0.019187819212675095	4765	607
Warn nightshift electrician s team about this concern.	nonsif	0.015521149151027203	0.062256671488285065	-0.03121437318623066	4765	2909
Employee was getting a cable sling out of the back of a float truck.	nonsif	0.0605456605553627	0.21959756314754486	-0.09850624203681946	710	6257
Hillary was doffing winder position.	nonsif	0.01878170110285282	0.05904415249824524	-0.021480750292539597	4765	607
He WAS wearing his faceshield at the time of the event.	nonsif	0.016717836260795593	0.05683709681034088	-0.023401426151394844	4765	607
empty wheel resting on rims with no chocks high bay.	nonsif	0.021403979510068893	0.06597486883401871	-0.02316690795123577	4765	5928
Cross arm sticking out of box tripping hazard.	nonsif	0.01827358640730381	0.05805496498942375	-0.02150779217481613	4765	607
Repairs were immediately made.	nonsif	0.01592446118593216	0.05583299696445465	-0.02398407645523548	4765	607
Kept working for minutes but holding the gun bothered his RD.	nonsif	0.016368305310606956	0.05691094696521759	-0.024174336344003677	4765	607
S EE enters medical with superficial laceration to R Thumb.	nonsif	0.017052585259079933	0.05712032690644264	-0.023015156388282776	4765	607
Glass in right thumb when grabbing a Big John by the tab.	nonsif	0.020615175366401672	0.064488485455513	-0.023258136585354805	4765	5928
The worker was using safety glasses.	nonsif	0.01693989895284176	0.057276368141174316	-0.0233965702354908	4765	607
The foreman was coached and informed this was an OSHA requirement.	nonsif	0.020213251933455467	0.058848507702350616	-0.018422003835439682	4765	607
Observed very good ZOP filled out.	nonsif	0.017893347889184952	0.05765973776578903	-0.021873043850064278	4765	607
Employee experienced eye throat irritation headache as a result of the exposure.	nonsif	0.01588321104645729	0.05677397549152374	-0.025007551535964012	4765	607
I grabbed the wood pallet.	nonsif	0.019731905311346054	0.0691089853644371	-0.029645172879099846	1176	1082
Job jitney driver x yrs but is working on inventory counting.	nonsif	0.01982276514172554	0.059840794652700424	-0.020195266231894493	4765	607
Scaffolders working at height without using any warning tape or barricading prevention.	nonsif	0.07386556267738342	0.2410985678434372	-0.09336744248867035	1082	2027
I felt a picket in my left arm.	nonsif	0.019339781254529953	0.06255979835987091	-0.023880235850811005	4765	6403
This work occurred over a week ago.	nonsif	0.01821107789874077	0.05856272578239441	-0.02214057184755802	4765	607
EE went back to work and did not complain of any discomfort.	nonsif	0.01796586811542511	0.05913287401199341	-0.02320113591849804	4765	607
These boxes contained belts for the body grinder.	nonsif	0.020325735211372375	0.059627436101436615	-0.018975967541337013	4765	5186
inflammation to right thumb tendonitis.	nonsif	0.017490364611148834	0.05744446441531181	-0.022463737055659294	4765	607
File cabinet drawers were closed.	nonsif	0.018916096538305283	0.05885967239737511	-0.02102748118340969	4765	607
Took fender off platt putting into rack.	nonsif	0.021292617544531822	0.061088819056749344	-0.0185035839676857	4765	607
EE states is a hood fitter on every vehicle.	nonsif	0.018146485090255737	0.05980084836483002	-0.023507878184318542	4765	6403
Damage was reported on day shift by a float gang equipment operator.	nonsif	0.09537412971258163	0.2801975905895233	-0.08944933116436005	7358	6968
we contacted nash and more gravel was brought in to make walking area smooth.	nonsif	0.02703470177948475	0.08055112510919571	-0.02648172155022621	1180	245
E Train TA CMW workers were repairing convertor first bed supports.	nonsif	0.017139393836259842	0.056620728224515915	-0.02234194055199623	4765	607
Employee has been informed of the hazard analysis at work place.	nonsif	0.01650235243141651	0.05665993317961693	-0.023655228316783905	4765	607
Discussion with employee about checking adjustment of chair and requesting assistance if needed.	nonsif	0.0158260278403759	0.05611233040690422	-0.02446027286350727	4765	607
EE states I cut my leg on steel rack that holds containers.	nonsif	0.017877332866191864	0.05876849964261055	-0.023013832047581673	4765	607
Employee returned to work.	nonsif	0.017077188938856125	0.05609206110239029	-0.02193768322467804	4765	607
She peeled open the syringe and went to tighten the needle as normal.	nonsif	0.016927357763051987	0.05728753283619881	-0.023432815447449684	4765	607
Have been cleaned up.	nonsif	0.01855389028787613	0.058348704129457474	-0.021240923553705215	4765	607
The crane was in default during the night shift.	nonsif	0.021075304597616196	0.09146643429994583	-0.04931582510471344	4260	2027
THE VALVE ON THE GRILL IS LEAKING.	nonsif	0.018749892711639404	0.057891104370355606	-0.020391320809721947	4765	607
